form/generatedCommPartnerUniqueid,validation,State-IP
P-BauFL5JVM53,Keep,Bauchi-WOFAN
P-NinXH3XU906,Keep,Bauchi-WOFAN
P-Akk3ZQCKM34,Keep,Gombe-WOFAN
P-DarKWADEM59,Keep,Bauchi-WOFAN
P-YamXARJV054,Keep,Gombe-WOFAN
P-Kar48PXI251,Keep,Nasarawa-PVNL
P-NinOJ53X320,Keep,Bauchi-WOFAN
P-GanP3RSOT53,Keep,Bauchi-WOFAN
P-KacGIAH7118,Keep,Kaduna-Kaduna 2-PVNL
P-KanR48GXV52,Keep,Kano-WOFAN
P-NinHTEMBQ28,Keep,Bauchi-WOFAN
P-Gom5XC6SQ23,Keep,Gombe-WOFAN
P-TofG0D6BF20,Keep,Kano-WOFAN
P-BauGV5WFY42,Keep,Bauchi-WOFAN
P-NinOJWWZH26,Keep,Bauchi-WOFAN
P-TofQQQGUQ25,Keep,Kano-WOFAN
P-TofUW9VGD01,Keep,Kano-WOFAN
P-MigYUC05L52,Keep,Jigawa-WOFAN
P-NinWT94OK25,Keep,Bauchi-WOFAN
P-Kad25E1XC39,Keep,Kaduna-Kaduna 1-PVNL
P-GumIVYNOH44,Keep,Benue-PVNL
P-AkkET2WEI56,Keep,Gombe-WOFAN
P-Kad9N0TY619,Keep,Kaduna-Kaduna 1-PVNL
P-NinP6YJ7D08,Keep,Bauchi-WOFAN
P-Kad9FJPNG45,Keep,Kaduna-Kaduna 1-PVNL
P-GomG10BZI06,Keep,Gombe-WOFAN
P-SabXS3OF555,Keep,Kaduna-WOFAN
P-KadW8VKLP33,Keep,Kaduna-Kaduna 1-PVNL
P-Nin512YNO22,Keep,Bauchi-WOFAN
P-Mar1WPIAA42,Keep,Benue-PVNL
P-Bau1BMHH158,Keep,Bauchi-WOFAN
P-AkkZP3QPV13,Keep,Gombe-WOFAN
P-KadPOA3TW13,Keep,Kaduna-Kaduna 1-PVNL
P-DalL51JS848,Keep,Kano-WOFAN
P-NinVMRSRJ32,Keep,Bauchi-WOFAN
P-LafILWF7X43,Keep,Nasarawa-PVNL
P-Kad3JZC5D07,Keep,Kaduna-Kaduna 1-PVNL
P-KadFODYFN57,Keep,Kaduna-Kaduna 1-PVNL
P-KadTDHSDX48,Keep,Kaduna-Kaduna 1-PVNL
P-NinYP06KH54,Keep,Bauchi-WOFAN
P-Kan6MNGYF30,Keep,Kano-WOFAN
P-KujOVUHRD24,Keep,FCT-WOFAN
P-KadHIN1BH23,Keep,Kaduna-Kaduna 1-PVNL
P-Nin0XF21920,Keep,Bauchi-WOFAN
P-Duk496JY021,Keep,Gombe-WOFAN
P-KadBAFKMK12,Keep,Kaduna-Kaduna 1-PVNL
P-Dal6SQZPD02,Keep,Kano-WOFAN
P-AkaU7TTCK13,Keep,Nasarawa-PVNL
P-DalJGCDNW57,Keep,Kano-WOFAN
P-KadPDPYUY36,Keep,Kaduna-Kaduna 1-PVNL
P-Nin58XQ0Y24,Keep,Bauchi-WOFAN
P-DalGWF1D711,Keep,Kano-WOFAN
P-Jem4XDBM555,Keep,Kaduna-Kaduna 2-PVNL
P-KadTAS5OX53,Keep,Kaduna-Kaduna 1-PVNL
P-DalLD2DG035,Keep,Kano-WOFAN
P-Beb3RKL8R10,Keep,Kano-WOFAN
P-JemZU2VS420,Keep,Kaduna-Kaduna 2-PVNL
P-NinRO0K5Y02,Keep,Bauchi-WOFAN
P-DalKXM0W146,Keep,Kano-WOFAN
P-Dal4GV3BK47,Keep,Kano-WOFAN
P-BauTU51SR25,Keep,Bauchi-WOFAN
P-NinAEX9L419,Keep,Bauchi-WOFAN
P-KarZADUW222,Keep,Nasarawa-PVNL
P-MarPE3DF726,Keep,Benue-PVNL
P-NinCBJ8F706,Keep,Bauchi-WOFAN
P-NinCHZWN526,Keep,Bauchi-WOFAN
P-TarJ64DF632,Keep,Kano-WOFAN
P-LafMYYVG930,Keep,Nasarawa-PVNL
P-Fag0Y60WP14,Keep,Kano-WOFAN
P-GumYOCWLF37,Keep,Benue-PVNL
P-Kum5C1C1O54,Keep,Kano-WOFAN
P-Mar8OXIZ019,Keep,Benue-PVNL
P-Tof37CZQA33,Keep,Kano-WOFAN
P-FagQUU1G045,Keep,Kano-WOFAN
P-NinDFOAG052,Keep,Bauchi-WOFAN
P-Fag1NWXIE57,Keep,Kano-WOFAN
P-Bau4YOK8M29,Keep,Bauchi-WOFAN
P-NinA3BJ0K06,Keep,Bauchi-WOFAN
P-FagW8FIMI34,Keep,Kano-WOFAN
P-AuyYEYUZJ35,Keep,Jigawa-WOFAN
P-DasDC530I42,Keep,Bauchi-WOFAN
P-NinKHY6GP29,Keep,Bauchi-WOFAN
P-FagCMUC3N24,Keep,Kano-WOFAN
P-Mar147HTA40,Keep,Benue-PVNL
P-BauKYYHQ711,Keep,Bauchi-WOFAN
P-BauKD4CPU00,Keep,Bauchi-WOFAN
P-Kau7A1IXR38,Keep,Jigawa-WOFAN
P-FagEDZLXE43,Keep,Kano-WOFAN
P-ZarMA0WJP38,Keep,Kaduna-WOFAN
P-FagBBUBNQ06,Keep,Kano-WOFAN
P-Fag2DUNUK36,Keep,Kano-WOFAN
P-BauCKYZ2721,Keep,Bauchi-WOFAN
P-LafXVKG1N06,Keep,Nasarawa-PVNL
P-FagEP7G6X59,Keep,Kano-WOFAN
P-Gom2J67JE32,Keep,Gombe-WOFAN
P-SabFG8C4V07,Keep,Kaduna-WOFAN
P-FagMDCQOC36,Keep,Kano-WOFAN
P-Jem0I6PNR25,Keep,Kaduna-Kaduna 2-PVNL
P-FagOKEZO846,Keep,Kano-WOFAN
P-Bau457TUM12,Keep,Bauchi-WOFAN
P-FagSIFCSY48,Keep,Kano-WOFAN
P-Bau916WJN27,Keep,Bauchi-WOFAN
P-KauHV6VOY48,Keep,Jigawa-WOFAN
P-Kum1E9SZ457,Keep,Kano-WOFAN
P-TarU5VKOJ41,Keep,Kano-WOFAN
P-BujE936QS46,Keep,Jigawa-WOFAN
P-FagKVWSJQ52,Keep,Kano-WOFAN
P-Bau4COKWD44,Keep,Bauchi-WOFAN
P-Kum9S9TIX23,Keep,Kano-WOFAN
P-FagJSMXGQ19,Keep,Kano-WOFAN
P-MakB23S0F51,Keep,Kaduna-WOFAN
P-FagHZARTH02,Keep,Kano-WOFAN
P-BauZ8QXP921,Keep,Bauchi-WOFAN
P-BauSVN3ID06,Keep,Bauchi-WOFAN
P-Fag220FXO59,Keep,Kano-WOFAN
P-SabKULO6W31,Keep,Kaduna-WOFAN
P-FagOBN1OZ11,Keep,Kano-WOFAN
P-Had1HVU5D35,Keep,Jigawa-WOFAN
P-Zar84B39E16,Keep,Kaduna-WOFAN
P-JahK4V9SY24,Keep,Jigawa-WOFAN
P-KwaD04DYQ56,Keep,Gombe-WOFAN
P-FagB8CDDV39,Keep,Kano-WOFAN
P-KauTDD6Y023,Keep,Jigawa-WOFAN
P-FagVHQ1VZ00,Keep,Kano-WOFAN
P-RinSABSD242,Keep,Jigawa-WOFAN
P-TauWRWWGW30,Keep,Jigawa-WOFAN
P-JahN2CDVD58,Keep,Jigawa-WOFAN
P-FagB68JE234,Keep,Kano-WOFAN
P-AkaZKOES140,Keep,Nasarawa-PVNL
P-JahR8R9BS01,Keep,Jigawa-WOFAN
P-TarEO97TN31,Keep,Benue-PVNL
P-FagP74G7404,Keep,Kano-WOFAN
P-BauP8EHZH30,Keep,Bauchi-WOFAN
P-GomUTG2I816,Keep,Gombe-WOFAN
P-TarNZAQKU47,Keep,Kano-WOFAN
P-FagN4F7VK14,Keep,Kano-WOFAN
P-TarLVJ67N03,Keep,Kano-WOFAN
P-KauQEQPS856,Keep,Jigawa-WOFAN
P-ChiC40E2Y52,Keep,Kaduna-Kaduna 1-PVNL
P-JemB02NQE11,Keep,Kaduna-Kaduna 2-PVNL
P-FagAPEXRR36,Keep,Kano-WOFAN
P-MigYGFDI934,Keep,Jigawa-WOFAN
P-GweR6CXHN38,Keep,Benue-PVNL
P-FagCLH33Z06,Keep,Kano-WOFAN
P-Kum4OZ1ZR43,Keep,Kano-WOFAN
P-Kef5LZ5AS02,Keep,Nasarawa-PVNL
P-JemVZKPP951,Keep,Kaduna-Kaduna 2-PVNL
P-FagRO7OLH28,Keep,Kano-WOFAN
P-Gwa74W6CC43,Keep,FCT-WOFAN
P-Kum8SIGAF57,Keep,Kano-WOFAN
P-FagPI9IJQ12,Keep,Kano-WOFAN
P-Kef1L5LKY35,Keep,Nasarawa-PVNL
P-MadR98UZB52,Keep,Kano-WOFAN
P-Fag9LBAH640,Keep,Kano-WOFAN
P-BauI34CS425,Keep,Bauchi-WOFAN
P-Kum4ORFFS25,Keep,Kano-WOFAN
P-KadCTFKJK42,Keep,Kaduna-Kaduna 1-PVNL
P-FagMW1Z3N32,Keep,Kano-WOFAN
P-Kau703ZRF03,Keep,Kaduna-Kaduna 1-PVNL
P-KumVKVY0A42,Keep,Kano-WOFAN
P-KumKIX3EO39,Keep,Kano-WOFAN
P-FagZBP5TW26,Keep,Kano-WOFAN
P-Kum6I2WX256,Keep,Kano-WOFAN
P-FagKS9O6J10,Keep,Kano-WOFAN
P-KumKZVC8E56,Keep,Kano-WOFAN
P-BauLLOZZ548,Keep,Bauchi-WOFAN
P-FagVKYYNO14,Keep,Kano-WOFAN
P-KumBCEH5G34,Keep,Kano-WOFAN
P-GweH1H55Q51,Keep,Benue-PVNL
P-KumIIK62B08,Keep,Kano-WOFAN
P-JahDRX9Q327,Keep,Jigawa-WOFAN
P-FagK0KS3R07,Keep,Kano-WOFAN
P-FagG6MG4U57,Keep,Kano-WOFAN
P-KumMM58WZ12,Keep,Kano-WOFAN
P-KacB5X6U832,Keep,Kaduna-Kaduna 2-PVNL
P-BilI2G99E37,Keep,Gombe-WOFAN
P-GomMZ69OL09,Keep,Gombe-WOFAN
P-KumQUTSE747,Keep,Kano-WOFAN
P-KacGAXK4E35,Keep,Kaduna-Kaduna 2-PVNL
P-Fag2LNE4132,Keep,Kano-WOFAN
P-JahDH46QA54,Keep,Jigawa-WOFAN
P-Kac85D8FI57,Keep,Kaduna-Kaduna 2-PVNL
P-Kum8RMN9704,Keep,Kano-WOFAN
P-FagH29CZY09,Keep,Kano-WOFAN
P-Kac57EFOE43,Keep,Kaduna-Kaduna 2-PVNL
P-KumCFW2VE26,Keep,Kano-WOFAN
P-Kac1YMNC915,Keep,Kaduna-Kaduna 2-PVNL
P-BauNI91H012,Keep,Bauchi-WOFAN
P-FagOFITW400,Keep,Kano-WOFAN
P-KumOO1GKS29,Keep,Kano-WOFAN
P-GirF7IFAT53,Keep,Adamawa-Farm Innovation
P-KacZUWM0L28,Keep,Kaduna-Kaduna 2-PVNL
P-GomGQPJQ359,Keep,Gombe-WOFAN
P-TafNVVBER55,Keep,Bauchi-WOFAN
P-Kum75X97N41,Keep,Kano-WOFAN
P-Gwa6UC76702,Keep,FCT-WOFAN
P-KefD4CGD109,Keep,Nasarawa-PVNL
P-Bau9TO8AP45,Keep,Bauchi-WOFAN
P-Fag13UN1142,Keep,Kano-WOFAN
P-BebTRIAP850,Keep,Kano-WOFAN
P-KumHJALKK45,Keep,Kano-WOFAN
P-BebN90B2B35,Keep,Kano-WOFAN
P-Kum74RBK128,Keep,Kano-WOFAN
P-BauIB1P9B10,Keep,Bauchi-WOFAN
P-FagEUYGSJ41,Keep,Kano-WOFAN
P-KumZ6MDGP23,Keep,Kano-WOFAN
P-KumZP3VH541,Keep,Kano-WOFAN
P-Kum4XIHMR26,Keep,Kano-WOFAN
P-Kan7UH1KA55,Keep,Kano-WOFAN
P-KumEIWE8636,Keep,Kano-WOFAN
P-Kir84KR3X44,Keep,Kano-WOFAN
P-Gom11ZM2933,Keep,Adamawa-Farm Innovation
P-ZarZB6Z5J26,Keep,Kaduna-WOFAN
P-Kum0OA9R912,Keep,Kano-WOFAN
P-KumX6FVLN00,Keep,Kano-WOFAN
P-DarS3HAUJ41,Keep,Bauchi-WOFAN
P-KanWZPYGG33,Keep,Kano-WOFAN
P-Gom262WYD44,Keep,Adamawa-Farm Innovation
P-KumDOMTPB46,Keep,Kano-WOFAN
P-Kum092WRL15,Keep,Kano-WOFAN
P-Gom1B579D52,Keep,Adamawa-Farm Innovation
P-KumF9BV4U39,Keep,Kano-WOFAN
P-AkkDNCNTQ09,Keep,Gombe-WOFAN
P-KumTSQKI533,Keep,Kano-WOFAN
P-AlkSMRSRN25,Keep,Bauchi-WOFAN
P-Aka55I6WN39,Keep,Nasarawa-PVNL
P-GomYGRV6Y17,Keep,Gombe-WOFAN
P-KumKK0H1340,Keep,Kano-WOFAN
P-KumQ3BRN021,Keep,Kano-WOFAN
P-Beb6PBOLL56,Keep,Kano-WOFAN
P-Kum04LJYD22,Keep,Kano-WOFAN
P-Gom7H9RVD25,Keep,Adamawa-Farm Innovation
P-GomZ0R4EC32,Keep,Adamawa-Farm Innovation
P-Kum9E1DE619,Keep,Kano-WOFAN
P-GomOP523552,Keep,Adamawa-Farm Innovation
P-KumBMOQSF11,Keep,Kano-WOFAN
P-BauY9EV0X46,Keep,Bauchi-WOFAN
P-GomTU50MS01,Keep,Adamawa-Farm Innovation
P-Gom9SG56A41,Keep,Adamawa-Farm Innovation
P-GumWWAEOH13,Keep,Benue-PVNL
P-Gom02G29507,Keep,Gombe-WOFAN
P-Kwa988PSK35,Keep,Gombe-WOFAN
P-GomU4VWRR35,Keep,Adamawa-Farm Innovation
P-Kum0A26HS47,Keep,Kano-WOFAN
P-Yam5CO6TF18,Keep,Gombe-WOFAN
P-KarGVQU7C00,Keep,Nasarawa-PVNL
P-GomWKODM206,Keep,Adamawa-Farm Innovation
P-Bir8QE6VJ13,Keep,Jigawa-WOFAN
P-GomF2BLFJ28,Keep,Gombe-WOFAN
P-KwaYAQVTR56,Keep,Gombe-WOFAN
P-RinJ6G56D01,Keep,Jigawa-WOFAN
P-MadE1GOMV54,Keep,Kano-WOFAN
P-GomEPS6X952,Keep,Adamawa-Farm Innovation
P-GomAM9VC347,Keep,Adamawa-Farm Innovation
P-Rin87I9T020,Keep,Jigawa-WOFAN
P-Gwa1CAW7344,Keep,Jigawa-WOFAN
P-RinO0R8GM52,Keep,Jigawa-WOFAN
P-Laf3G6KC019,Keep,Nasarawa-PVNL
P-Rin4T4GCS18,Keep,Jigawa-WOFAN
P-GwaIQX8UC57,Keep,Jigawa-WOFAN
P-Jem4NHS1E40,Keep,Kaduna-Kaduna 2-PVNL
P-Rin8SV1M117,Keep,Jigawa-WOFAN
P-RinE8GN2O36,Keep,Jigawa-WOFAN
P-BauXWDJE753,Keep,Bauchi-WOFAN
P-JahIR48US10,Keep,Jigawa-WOFAN
P-MakVX4S6254,Keep,Kaduna-WOFAN
P-BauYJT2GP27,Keep,Bauchi-WOFAN
P-Rin3UYK9B32,Keep,Jigawa-WOFAN
P-KwaB8SEQD04,Keep,Gombe-WOFAN
P-JahJSWYWX33,Keep,Jigawa-WOFAN
P-Rin5W3K8X35,Keep,Jigawa-WOFAN
P-FagOZ9KWP50,Keep,Kano-WOFAN
P-KauBPQFWB00,Keep,Jigawa-WOFAN
P-BauSJ91MX56,Keep,Bauchi-WOFAN
P-RinD9LOLO55,Keep,Jigawa-WOFAN
P-BauOV2XUB17,Keep,Bauchi-WOFAN
P-RinKCPW6N38,Keep,Jigawa-WOFAN
P-Rin5HBTRT00,Keep,Jigawa-WOFAN
P-SabZHJDHI07,Keep,Kaduna-WOFAN
P-SabR3J3S504,Keep,Kaduna-WOFAN
P-SabXNTI0C42,Keep,Kaduna-WOFAN
P-Gwa761RV921,Keep,FCT-WOFAN
P-Kwa6LM4T108,Keep,FCT-WOFAN
P-SabKEJ0U433,Keep,Kaduna-WOFAN
P-YamYBY5YP53,Keep,Gombe-WOFAN
P-GomI1OMEK34,Keep,Gombe-WOFAN
P-Bau718BGN41,Keep,Bauchi-WOFAN
P-KwaSRRHUI15,Keep,FCT-WOFAN
P-SabGPA6KC38,Keep,Kaduna-WOFAN
P-KwaDL124E35,Keep,FCT-WOFAN
P-KarICRHX631,Keep,Nasarawa-PVNL
P-Gom9SYD0K10,Keep,Gombe-WOFAN
P-Sab3KWGO007,Keep,Kaduna-WOFAN
P-KanQRZ1HJ37,Keep,Kano-WOFAN
P-TofRSY1IW21,Keep,Kano-WOFAN
P-GomY9OG2U43,Keep,Gombe-WOFAN
P-Mak9UIDFR12,Keep,Kaduna-WOFAN
P-MadA0MHA017,Keep,Kano-WOFAN
P-SabGIW79C55,Keep,Kaduna-WOFAN
P-YamDC4WU712,Keep,Gombe-WOFAN
P-AkkFKIZUX29,Keep,Gombe-WOFAN
P-KwaDMAONX30,Keep,FCT-WOFAN
P-Gwa8TU7WZ24,Keep,Jigawa-WOFAN
P-GomX2FHL650,Keep,Gombe-WOFAN
P-HadJGF7QR01,Keep,Jigawa-WOFAN
P-AuyW678LK24,Keep,Jigawa-WOFAN
P-GwaRS9S2N58,Keep,Jigawa-WOFAN
P-KwaBPHY2U17,Keep,FCT-WOFAN
P-SabDJ4JP043,Keep,Kaduna-WOFAN
P-Duk1DE6FW19,Keep,Gombe-WOFAN
P-KanDZ373F07,Keep,Kano-WOFAN
P-HadEXLBL943,Keep,Jigawa-WOFAN
P-TarPF6KT416,Keep,Kano-WOFAN
P-Yam62KOA907,Keep,Gombe-WOFAN
P-KwaAJ0PPX22,Keep,FCT-WOFAN
P-MadGFULUY50,Keep,Kano-WOFAN
P-KujVN528I34,Keep,FCT-WOFAN
P-HadATFFN244,Keep,Jigawa-WOFAN
P-ChiNZM2GP01,Keep,Kaduna-Kaduna 1-PVNL
P-YamLO3AOB27,Keep,Gombe-WOFAN
P-Kwa1RGCFG39,Keep,FCT-WOFAN
P-HadOYJKAI02,Keep,Jigawa-WOFAN
P-KwaH2IYIY28,Keep,Gombe-WOFAN
P-MadZBVUKA15,Keep,Kano-WOFAN
P-Yam4HZ3R043,Keep,Gombe-WOFAN
P-HadQ9J44V01,Keep,Jigawa-WOFAN
P-KwaNHSABY43,Keep,Gombe-WOFAN
P-KwaTK3RKV23,Keep,Gombe-WOFAN
P-Kwa8MQPMP01,Keep,FCT-WOFAN
P-HadZFJ0ZN23,Keep,Jigawa-WOFAN
P-GomLY1F2109,Keep,Gombe-WOFAN
P-YamKE13BY23,Keep,Gombe-WOFAN
P-MadQBWUW146,Keep,Kano-WOFAN
P-KwaZO6Y3N58,Keep,FCT-WOFAN
P-RinB4NE5S01,Keep,Jigawa-WOFAN
P-HadBT52SX33,Keep,Jigawa-WOFAN
P-YamM4ZS7C19,Keep,Gombe-WOFAN
P-Kwa0VYQHT06,Keep,Gombe-WOFAN
P-KauG1H1QC55,Keep,Jigawa-WOFAN
P-KwaQ6MD4S24,Keep,FCT-WOFAN
P-KalU5SP9451,Keep,Gombe-WOFAN
P-YamXDL87803,Keep,Gombe-WOFAN
P-HadW63DWN18,Keep,Jigawa-WOFAN
P-Had7XKOF932,Keep,Jigawa-WOFAN
P-Mad9JHU6604,Keep,Kano-WOFAN
P-KwaV66LQQ50,Keep,FCT-WOFAN
P-HadINV8RX11,Keep,Jigawa-WOFAN
P-YamM9FJT545,Keep,Gombe-WOFAN
P-Had3KLQZU05,Keep,Jigawa-WOFAN
P-MadBV5Q8S13,Keep,Kano-WOFAN
P-HadUJXD3N23,Keep,Jigawa-WOFAN
P-KwaN7O7MR40,Keep,FCT-WOFAN
P-HadL1PA4W25,Keep,Jigawa-WOFAN
P-HadRX7EV603,Keep,Jigawa-WOFAN
P-Mad37GOFF29,Keep,Kano-WOFAN
P-LafUZVK8P26,Keep,Nasarawa-PVNL
P-BauVIHJ7A10,Keep,Bauchi-WOFAN
P-KwaNJZD8Q20,Keep,FCT-WOFAN
P-Bil8KLLOV08,Keep,Gombe-WOFAN
P-AkkE5ZVO123,Keep,Gombe-WOFAN
P-HadMDX0GH40,Keep,Jigawa-WOFAN
P-MadW8YLRU24,Keep,Kano-WOFAN
P-Kwa8JMUOZ56,Keep,FCT-WOFAN
P-MarFFABIA49,Keep,Benue-PVNL
P-HadKLFJGI43,Keep,Jigawa-WOFAN
P-KiyP9GGE950,Keep,Jigawa-WOFAN
P-MadBBL3JF29,Keep,Kano-WOFAN
P-GomEGUGP051,Keep,Gombe-WOFAN
P-KwaIYY7LM34,Keep,FCT-WOFAN
P-HadRMV42C26,Keep,Jigawa-WOFAN
P-BauP8APOS36,Keep,Bauchi-WOFAN
P-LafF1ET7S52,Keep,Nasarawa-PVNL
P-Mad6TTPXF13,Keep,Kano-WOFAN
P-JemG13IUP20,Keep,Kaduna-Kaduna 2-PVNL
P-JemY4J6XH53,Keep,Kaduna-Kaduna 2-PVNL
P-Had3A788122,Keep,Jigawa-WOFAN
P-Kwa26PQ7X36,Keep,FCT-WOFAN
P-Tar5HGLEA09,Keep,Kano-WOFAN
P-KacKFOEE100,Keep,Kaduna-Kaduna 2-PVNL
P-Bau9F2VSL55,Keep,Bauchi-WOFAN
P-LafRHRZ5156,Keep,Nasarawa-PVNL
P-Had2NS4LN14,Keep,Jigawa-WOFAN
P-Kwa4J83BQ26,Keep,FCT-WOFAN
P-HadH7X5V559,Keep,Jigawa-WOFAN
P-Kwa1DMVS817,Keep,FCT-WOFAN
P-HadXL755M21,Keep,Jigawa-WOFAN
P-BauTN5OLF16,Keep,Bauchi-WOFAN
P-KauJY7PA642,Keep,Jigawa-WOFAN
P-HadFBKIMN02,Keep,Jigawa-WOFAN
P-KwaA077QF28,Keep,FCT-WOFAN
P-Tar4OZXZW35,Keep,Kano-WOFAN
P-KumP5VTB228,Keep,Kano-WOFAN
P-DutYY1K2F39,Keep,Jigawa-WOFAN
P-HadQZR9TD12,Keep,Jigawa-WOFAN
P-Jah8O9EF651,Keep,Jigawa-WOFAN
P-Kwa3331Z404,Keep,FCT-WOFAN
P-Had2MBO4G22,Keep,Jigawa-WOFAN
P-KwaEX0PFF42,Keep,FCT-WOFAN
P-Dut2FENUE51,Keep,Jigawa-WOFAN
P-BauKT23AL03,Keep,Bauchi-WOFAN
P-Gom3CHAWA14,Keep,Adamawa-Farm Innovation
P-BauWC378W03,Keep,Bauchi-WOFAN
P-KwaQON6TB34,Keep,FCT-WOFAN
P-HadJY3O6823,Keep,Jigawa-WOFAN
P-KwaSNPRUU17,Keep,Gombe-WOFAN
P-GomL281S008,Keep,Adamawa-Farm Innovation
P-KwaHR6E0O20,Keep,FCT-WOFAN
P-TauBN8BB004,Keep,Jigawa-WOFAN
P-KwaIVISUN34,Keep,FCT-WOFAN
P-GomUCV9YX12,Keep,Adamawa-Farm Innovation
P-TauTJCJWV47,Keep,Jigawa-WOFAN
P-KafNENZMK07,Keep,Jigawa-WOFAN
P-KwaW9TZB545,Keep,FCT-WOFAN
P-Gom8Y5EBE43,Keep,Adamawa-Farm Innovation
P-AkaG3HZKJ28,Keep,Nasarawa-PVNL
P-KadTLWC3B29,Keep,Kaduna-Kaduna 1-PVNL
P-KwaVMXZF915,Keep,FCT-WOFAN
P-GomFZFSWU47,Keep,Adamawa-Farm Innovation
P-KwaUZZPZ310,Keep,FCT-WOFAN
P-GomHOTKWC47,Keep,Adamawa-Farm Innovation
P-KwaYRORPT57,Keep,FCT-WOFAN
P-MarD74YNQ42,Keep,Benue-PVNL
P-Kwa587QVO26,Keep,FCT-WOFAN
P-GomE8PKBR54,Keep,Adamawa-Farm Innovation
P-Kan92WKQN57,Keep,Kano-WOFAN
P-KwaC3XLP838,Keep,FCT-WOFAN
P-GomQG61Z952,Keep,Adamawa-Farm Innovation
P-ZarJ5C6R202,Keep,Kaduna-WOFAN
P-Kwa1W9PT934,Keep,FCT-WOFAN
P-GomDO6NRU08,Keep,Adamawa-Farm Innovation
P-KwaTLMSIH14,Keep,FCT-WOFAN
P-KwaKBG1TO43,Keep,FCT-WOFAN
P-GomIGA69C44,Keep,Adamawa-Farm Innovation
P-Dut6GERYO10,Keep,Jigawa-WOFAN
P-KwaFW319U26,Keep,FCT-WOFAN
P-Taf7M4SZA47,Keep,Bauchi-WOFAN
P-GomYB6V3R05,Keep,Adamawa-Farm Innovation
P-KwaIOXHVR00,Keep,FCT-WOFAN
P-KajIRIUTP27,Keep,Kaduna-Kaduna 2-PVNL
P-ZarWB2QIO52,Keep,Kaduna-WOFAN
P-GomLZ6W7F36,Keep,Adamawa-Farm Innovation
P-KadY28UWX24,Keep,Kaduna-Kaduna 1-PVNL
P-KwaSZVGHR40,Keep,FCT-WOFAN
P-ChiXDO11953,Keep,Kaduna-Kaduna 1-PVNL
P-KwaIUFJUL01,Keep,FCT-WOFAN
P-Gom8YKSZI02,Keep,Adamawa-Farm Innovation
P-MarLRQZVT37,Keep,Benue-PVNL
P-Fag4ROTA805,Keep,Kano-WOFAN
P-GirWA3YHG42,Keep,Adamawa-Farm Innovation
P-KwaD8UD7V05,Keep,FCT-WOFAN
P-TarZTEBOQ22,Keep,Kano-WOFAN
P-GomOLCGRC08,Keep,Adamawa-Farm Innovation
P-Kwa4LYFBQ13,Keep,FCT-WOFAN
P-Gom83095717,Keep,Adamawa-Farm Innovation
P-BebPIV8JE56,Keep,Kano-WOFAN
P-KwaG8A8TU24,Keep,FCT-WOFAN
P-DarJKFO8Q37,Keep,Bauchi-WOFAN
P-BebEX6W5H58,Keep,Kano-WOFAN
P-GomWG58KE14,Keep,Adamawa-Farm Innovation
P-KwaX2UQUP10,Keep,FCT-WOFAN
P-BebJ87FPW08,Keep,Kano-WOFAN
P-Gom8YELO157,Keep,Adamawa-Farm Innovation
P-KwaJL46IJ40,Keep,FCT-WOFAN
P-Kir8C7AR051,Keep,Kano-WOFAN
P-Tar94ISXS09,Keep,Kano-WOFAN
P-KiyREKMKX04,Keep,Jigawa-WOFAN
P-NinKPV39138,Keep,Bauchi-WOFAN
P-BebOMUZV220,Keep,Kano-WOFAN
P-KwaHOHI9K50,Keep,FCT-WOFAN
P-KadHAZZVF13,Keep,Kaduna-Kaduna 1-PVNL
P-GomR2D2U715,Keep,Adamawa-Farm Innovation
P-HadEA9LRW56,Keep,Jigawa-WOFAN
P-KiyGHWK3S26,Keep,Jigawa-WOFAN
P-Beb996PII59,Keep,Kano-WOFAN
P-KwaPI5QPY37,Keep,FCT-WOFAN
P-GweKG5B8H21,Keep,Benue-PVNL
P-GomAKIBVZ44,Keep,Adamawa-Farm Innovation
P-KumBESRJA54,Keep,Kano-WOFAN
P-BebG9MZBZ47,Keep,Kano-WOFAN
P-BauKY59V151,Keep,Bauchi-WOFAN
P-KwaER68XT04,Keep,FCT-WOFAN
P-Kiy3L9UQK30,Keep,Jigawa-WOFAN
P-BauO7L30B41,Keep,Bauchi-WOFAN
P-BebD182J420,Keep,Kano-WOFAN
P-KwaGZM85C44,Keep,FCT-WOFAN
P-Gom0CH4CN11,Keep,Adamawa-Farm Innovation
P-KiyH1T68I51,Keep,Jigawa-WOFAN
P-BebWEMMOI17,Keep,Kano-WOFAN
P-BauPU2U4G05,Keep,Bauchi-WOFAN
P-GomE7D5DG33,Keep,Adamawa-Farm Innovation
P-KwaYZZ8Q924,Keep,FCT-WOFAN
P-BauHZHMG122,Keep,Bauchi-WOFAN
P-Kan5OXPUD39,Keep,Kano-WOFAN
P-BebP1NPFC52,Keep,Kano-WOFAN
P-Kiy4P3TY240,Keep,Jigawa-WOFAN
P-Yam97FVTT43,Keep,Gombe-WOFAN
P-KwaTBLTBO32,Keep,FCT-WOFAN
P-KanH55ONI08,Keep,Kano-WOFAN
P-BauOKSMLP27,Keep,Bauchi-WOFAN
P-Das7TUUHC24,Keep,Bauchi-WOFAN
P-BauIIPN6924,Keep,Bauchi-WOFAN
P-KiyFWJWCK34,Keep,Jigawa-WOFAN
P-KwaDZILZ619,Keep,FCT-WOFAN
P-GwaC4R1TG53,Keep,FCT-WOFAN
